Ventas_Tienda_1,Ventas_Tienda_2,Ventas_Tienda_3
57.16,61.55,57.58
44.07,47.42,60.88
64.28,56.01,58.8
41.62,56.78,60.43
44.16,59.65,63.41
41.05,64.97,58.26
50.73,59.63,60.51
66.93,53.71,60.52
43.65,58.88,62.13
33.98,58.95,59.24
45.71,65.16,57.62
51.1,63.22,59.38
36.14,61.96,60.14
41.22,70.26,58.73
51.95,59.16,60.21
47.8,63.25,58.4
53.31,60.9,60.25
46.46,64.6,59.08
46.53,63.08,56.08
43.26,60.37,58.31
43.23,62.1,57.82
35.27,68.93,62.97
41.87,57.8,59.32
52.61,68.23,60.34
45.7,62.65,60.44
49.99,59.87,62.92
38.51,53.58,61.56
51.44,52.7,60.96
44.04,54.99,59.35
39.59,59.58,61.35
48.25,55.97,64.7
35.06,57.83,59.19
38.3,58.34,59.95
41.4,52.01,58.81
41.44,68.55,57.42
73.75,55.63,61.58
35.71,62.66,62.46
46.26,51.86,59.66
48.33,62.86,57.84
52.91,51.59,58.85
41.0,66.14,59.69
44.22,50.15,57.67
52.79,70.7,62.84
59.29,61.94,54.8
48.74,62.43,61.47
41.54,58.36,58.31
41.72,50.99,59.66
35.54,64.88,64.15
42.24,57.97,56.24
29.98,63.15,64.38
59.9,58.23,58.06
45.49,51.79,60.2
34.19,65.19,59.84
37.32,58.75,59.02
32.08,64.18,61.22
41.17,55.66,60.73
50.26,58.55,57.77
54.45,61.61,62.33
33.27,52.6,58.45
26.25,65.83,57.8
39.98,66.76,59.36
47.07,74.21,56.39
69.06,56.52,60.27
65.61,65.41,60.41
29.74,53.69,60.24
46.61,47.28,59.14
48.06,52.02,56.62
32.04,60.61,62.0
48.74,64.85,61.24
28.0,54.83,53.79
42.71,64.5,58.97
52.47,54.57,58.84
44.14,58.95,61.28
38.38,63.43,62.08
41.74,55.69,59.48
55.09,64.08,59.15
27.66,64.14,63.37
43.18,58.84,59.17
36.5,51.63,60.97
47.96,59.71,58.06
46.27,64.83,61.57
46.36,57.49,62.36
64.43,62.63,60.01
58.95,52.7,60.99
45.65,60.63,58.15
43.6,54.81,61.09
51.07,65.06,59.45
33.76,68.48,57.18
43.83,66.27,60.18
34.09,59.61,58.38
30.32,58.01,58.58
41.6,61.69,59.28
81.87,53.54,61.03
32.52,56.61,56.93
42.87,59.46,54.36
46.2,68.04,61.45
51.9,57.62,61.05
50.39,55.41,63.46
40.41,68.75,60.82
38.49,66.05,60.11
56.58,58.05,59.42
43.48,60.52,61.36
54.69,62.26,63.25
28.89,60.32,58.3
53.64,67.83,57.76
44.06,55.12,59.91
54.26,62.18,61.8
32.76,71.41,63.1
53.22,62.37,65.69
39.16,75.79,62.31
31.21,63.4,59.27
42.72,63.24,59.87
39.97,68.46,62.92
44.98,55.78,62.88
48.44,59.2,62.66
43.81,66.44,61.86
43.57,60.7,59.38
43.99,66.19,62.62
48.56,54.35,60.32
35.47,55.8,58.44
30.13,65.31,62.81
45.03,57.06,61.04
69.46,59.06,55.94
43.46,65.92,61.96
58.62,47.88,56.87
42.48,60.06,57.06
29.78,61.62,63.35
32.3,56.27,58.93
54.24,61.52,64.21
43.3,61.6,58.18
55.95,49.72,59.91
62.07,59.82,60.35
38.94,57.38,58.0
64.34,60.97,62.68
45.37,57.13,60.85
47.23,66.46,58.51
51.71,67.6,52.7
49.91,56.81,65.99
41.69,60.42,61.15
51.24,60.49,64.13
37.23,55.6,59.64
57.16,55.5,59.43
55.07,63.12,57.8
29.38,58.81,60.04
62.43,55.92,57.74
35.44,72.04,62.67
39.36,52.81,55.6
31.4,57.66,60.7
43.94,66.1,55.56
38.47,74.86,61.01
31.71,67.96,58.43
29.67,53.18,61.69
53.66,60.78,61.6
37.56,63.71,60.32
45.57,59.77,60.75
38.52,58.56,57.45
51.68,62.27,56.51
35.95,58.92,58.26
43.11,57.74,61.02
42.39,59.41,59.87
22.74,59.0,61.91
48.67,65.91,57.82
40.03,62.72,60.32
35.3,59.04,61.99
41.33,63.12,57.67
49.25,64.97,56.73
45.5,60.82,61.97
39.1,53.42,60.08
39.55,64.9,56.26
46.74,59.7,60.67
51.73,62.14,62.63
35.25,62.92,58.85
47.68,72.78,62.69
40.95,62.99,56.52
50.04,58.58,58.44
27.83,62.59,57.71
38.16,65.84,63.57
42.15,56.53,60.48
55.26,59.25,59.8
55.72,56.29,62.27
34.89,63.19,59.17
27.07,49.41,60.3
49.65,62.53,60.81
48.67,63.8,62.23
37.63,60.35,59.22
36.22,51.39,56.79
35.25,60.66,59.88
51.22,66.1,60.67
62.3,72.36,63.67
42.12,63.14,62.35
56.31,65.83,58.0
35.03,67.07,60.59
42.55,60.99,61.01
54.58,58.29,59.4
36.16,59.24,60.12
78.16,63.12,56.74
40.11,61.17,58.76
32.07,61.84,58.01
48.12,60.81,61.64
59.62,70.57,62.52
70.77,59.78,58.99
49.43,65.7,56.88
52.46,54.14,57.75
58.61,65.93,57.91
34.37,67.05,54.18
35.63,62.54,55.08
36.44,61.45,59.57
44.62,56.42,61.18
39.77,53.88,59.14
45.6,65.76,58.45
49.21,66.7,56.21
44.09,60.72,60.27
32.57,62.66,57.01
46.35,63.39,61.24
42.51,60.68,55.57
46.41,58.62,57.37
45.8,65.8,59.44
47.68,57.12,59.38
51.9,53.02,62.31
40.18,60.4,60.63
47.56,52.53,61.82
41.06,56.52,58.99
32.07,50.9,58.88
43.17,53.81,57.61
48.38,57.48,62.3
61.96,71.78,59.44
47.81,62.13,61.15
41.4,60.48,59.87
44.79,60.86,61.03
59.73,70.48,65.56
39.3,63.33,58.62
44.59,56.84,60.7
50.85,55.1,62.08
38.26,55.42,60.72
37.79,58.97,60.65
36.08,62.81,60.31
49.48,63.28,58.19
58.93,59.35,62.28
53.28,60.57,59.12
64.91,69.69,58.13
47.42,66.12,63.83
43.21,65.53,56.25
45.65,52.94,60.41
35.29,55.64,58.06
53.85,69.46,61.47
47.57,60.98,58.76
44.69,53.38,61.91
42.16,51.43,60.12
35.11,70.31,59.99
55.24,62.15,61.39
43.09,61.63,62.95
42.46,56.89,60.84
44.75,61.87,60.41
66.51,57.62,59.69
34.38,55.73,64.42
32.92,57.06,57.79
64.91,55.66,61.98
36.37,65.99,60.55
34.27,55.97,57.67
48.73,57.68,61.82
61.15,55.59,63.09
35.84,61.9,58.69
47.55,70.2,60.01
36.05,61.08,57.92
48.54,49.44,58.2
26.69,52.34,61.63
47.31,58.37,57.34
46.8,58.66,59.53
48.53,54.29,57.49
50.43,58.36,64.22
64.5,64.34,60.63
35.53,63.5,60.06
49.42,56.99,60.13
42.3,55.66,63.18
44.63,54.76,62.3
51.52,57.88,59.89
55.05,63.07,56.75
42.13,63.94,61.22
67.72,58.52,55.38
47.68,53.77,58.01
53.77,56.39,58.7
47.7,63.34,58.8
39.3,45.25,57.76
33.35,61.24,55.09
36.72,57.1,59.74
27.09,69.09,59.56
30.99,52.91,56.62
40.5,64.08,59.32
41.42,65.0,61.57
33.15,55.47,57.96
34.17,62.65,57.21
54.0,50.83,57.88
54.26,51.51,59.28
45.98,58.94,58.96
42.17,53.87,58.76
47.68,60.5,60.49
31.71,57.55,61.69
48.36,60.37,59.28
36.23,54.91,61.76
53.09,55.84,60.71
52.94,62.13,59.79
40.89,59.72,56.99
37.86,59.4,57.92
34.61,61.47,60.03
45.58,55.37,58.77
35.31,57.53,57.96
46.22,49.88,58.47
56.4,54.17,60.56
42.74,54.65,59.93
46.51,62.06,58.55
53.76,58.34,61.34
38.0,62.99,60.91
33.71,68.1,59.54
54.46,56.28,59.25
30.91,52.28,60.42
52.15,60.79,61.41
49.36,49.11,57.73
43.21,62.68,59.9
40.45,61.46,59.58
47.83,59.24,56.29
28.34,56.38,58.01
50.41,64.34,64.24
48.9,52.75,56.88
37.34,56.93,60.62
40.87,59.41,60.3
30.36,70.8,59.53
33.98,63.15,64.26
39.7,58.45,64.07
48.1,70.08,60.57
33.5,59.03,62.88
48.63,67.55,58.66
54.72,59.9,58.81
49.7,58.78,63.22
51.95,60.32,65.02
53.7,67.17,58.29
49.36,51.32,61.62
55.68,51.53,61.46
49.09,59.8,58.56
50.92,67.21,57.43
47.7,58.92,56.43
47.73,57.39,61.51
50.4,57.8,61.42
47.04,62.16,59.04
34.86,56.8,58.07
35.86,57.56,58.19
45.96,67.59,60.16
45.18,59.59,56.4
51.39,61.71,61.32
37.49,63.51,59.42
46.47,56.96,59.85
38.94,62.44,58.29
34.38,66.69,62.05
51.29,58.89,60.4
34.97,65.23,60.79
56.37,49.44,59.15
73.67,54.97,59.06
49.69,57.37,58.69
43.6,56.06,56.88
32.46,55.68,59.53
61.29,64.06,57.24
37.37,57.49,62.46
56.54,56.48,59.65
31.56,53.23,59.97
53.78,62.93,58.08
51.9,65.23,63.06
29.08,59.26,58.56
48.07,60.61,61.17
38.56,54.55,59.92
28.49,62.25,59.26
38.07,54.39,59.45
51.01,61.32,61.68
39.54,67.64,61.25
37.36,60.81,58.69
27.79,68.36,60.02
45.94,63.53,59.12
45.92,58.19,59.86
42.57,63.7,61.36
54.31,61.59,61.2
44.66,58.15,60.4
36.53,60.75,60.28
57.26,52.83,62.31
61.28,60.32,59.81
33.6,55.31,59.09
48.14,61.96,60.44
40.55,60.28,59.87
56.56,60.81,62.49
38.86,61.66,57.68
56.35,72.4,57.33
45.71,60.7,58.2
41.21,64.44,58.48
44.78,61.12,61.3
41.95,66.93,59.51
30.01,68.3,59.93
43.38,48.35,60.01
39.86,65.77,56.87
36.75,68.94,59.42
56.62,63.5,61.36
59.9,47.32,63.27
39.61,67.94,61.0
39.9,65.21,61.43
58.52,61.95,58.48
37.77,63.68,60.59
59.25,55.8,58.45
29.15,52.25,61.09
32.13,59.21,59.27
37.85,61.98,61.6
46.0,62.53,62.21
49.57,60.22,64.04
46.63,57.96,58.96
52.28,50.99,58.18
50.34,67.93,61.22
54.7,61.84,64.15
55.98,57.67,60.24
36.06,67.16,61.69
31.42,57.84,60.34
36.57,52.94,60.81
49.26,69.41,57.78
37.71,62.04,61.85
33.62,50.55,61.45
33.01,61.8,57.29
39.54,57.89,60.17
48.46,60.63,58.29
33.71,66.85,62.02
54.88,65.16,64.01
41.3,57.29,58.66
41.05,57.07,60.79
42.78,63.09,63.31
49.0,54.8,65.29
42.27,61.02,61.27
46.8,59.08,58.57
47.95,53.97,57.69
58.39,62.44,59.93
44.71,61.34,58.42
46.38,65.83,59.24
50.76,54.96,58.43
38.37,63.08,59.37
46.2,69.14,57.31
31.64,65.26,60.79
46.06,55.41,59.02
38.17,62.98,57.62
55.45,57.06,59.01
41.81,61.76,58.01
42.56,56.46,61.81
50.26,56.21,62.81
34.11,53.24,58.69
33.5,56.71,60.78
25.0,57.15,60.13
37.84,63.3,59.74
55.62,59.21,62.25
41.58,63.81,63.18
52.92,64.54,58.15
50.81,51.6,60.11
45.15,57.1,61.12
38.6,62.59,62.24
53.38,54.83,56.76
40.07,58.16,61.49
33.26,61.69,59.14
39.4,64.03,60.11
67.27,58.33,63.19
59.19,59.03,58.76
45.27,64.12,59.13
32.04,66.26,65.91
58.87,59.32,65.99
62.72,54.17,62.5
58.11,56.97,59.3
43.65,59.33,58.61
42.46,65.12,64.57
39.88,55.82,54.87
55.28,68.61,59.71
51.51,64.66,62.02
47.2,65.44,61.13
48.73,62.45,59.55
55.46,66.75,60.55
41.7,63.26,59.95
39.8,58.14,60.92
50.46,60.29,57.29
36.57,54.64,65.39
44.45,60.65,61.34
53.34,60.79,57.13
60.02,58.26,63.45
55.94,65.77,61.64
55.62,59.0,58.47
50.76,60.57,64.29
41.74,60.31,58.89
51.17,67.6,61.16
66.8,65.27,59.64
58.41,60.48,61.33
40.99,60.85,60.17
36.53,63.31,61.61
36.65,50.93,57.7
39.32,64.2,57.66
39.92,64.81,59.56
31.1,49.67,61.27
55.18,66.14,60.29
39.95,57.7,59.25
39.17,58.97,60.61
44.12,52.9,58.6
56.43,59.75,57.47
41.46,68.5,59.88
52.59,62.1,60.06
55.92,52.99,58.74
45.34,56.69,60.12
33.16,57.4,61.89
71.89,62.99,61.26
31.34,63.75,61.7
41.57,57.13,58.05
36.04,61.82,58.94
27.19,58.88,61.05
55.73,59.11,60.75
38.45,58.82,62.33
46.07,61.66,59.38
36.78,61.26,63.53
29.12,67.36,57.13
45.8,64.0,61.45
35.2,56.61,58.15
35.52,49.15,60.76
56.63,64.91,60.95
31.07,63.29,59.41
41.8,65.82,60.37
50.3,60.79,59.33
42.62,55.6,63.35
52.01,61.84,60.73
32.53,52.41,59.63
26.6,60.6,61.74
43.49,60.43,61.44
46.2,57.94,61.46
44.4,54.16,60.81
54.36,62.04,57.78
54.02,58.02,59.38
39.05,64.09,63.17
53.09,65.22,63.39
36.07,50.69,62.27
34.6,58.64,59.18
50.09,62.82,60.14
54.33,54.15,60.13
53.64,50.68,60.6
28.33,58.75,56.55
45.75,57.13,60.07
45.32,53.93,61.14
49.52,56.88,60.5
39.34,64.5,61.11
72.55,62.92,61.62
56.15,62.75,60.46
34.6,72.49,62.26
32.74,55.68,56.16
44.85,59.78,57.61
28.92,66.72,61.02
53.07,64.09,61.51
33.64,64.98,60.69
39.56,58.28,58.17
47.32,62.7,61.05
64.59,63.81,64.28
24.78,61.35,58.91
45.83,59.97,56.82
31.14,57.4,58.86
55.45,56.92,63.4
35.58,68.12,58.64
40.45,57.96,63.92
48.26,61.45,60.69
40.68,58.74,58.31
63.35,59.94,59.53
63.98,53.21,58.54
46.04,58.91,60.03
38.64,61.91,59.96
47.63,56.3,57.04
46.55,62.38,57.89
27.34,58.8,58.39
43.38,61.92,59.0
36.77,59.45,62.82
44.98,69.01,59.13
36.67,51.39,60.56
62.11,53.26,56.61
48.83,57.84,60.08
42.46,53.1,62.42
58.99,57.35,60.57
49.22,64.78,62.19
55.58,62.18,59.07
52.8,67.7,62.4
45.78,59.59,62.07
40.67,60.1,58.63
56.32,58.28,60.15
38.28,55.99,58.11
47.15,58.88,61.23
36.78,57.56,61.26
51.72,51.06,62.93
55.27,55.3,59.6
40.59,58.23,63.06
46.75,60.4,60.94
20.83,58.45,56.26
41.87,57.47,59.17
39.81,52.55,60.52
43.21,67.81,56.79
34.83,57.44,59.28
49.24,64.17,61.95
35.11,63.21,61.35
52.56,64.66,61.55
39.98,60.02,60.32
51.7,58.62,61.9
40.56,63.96,61.12
48.56,55.17,66.08
47.48,60.72,59.88
29.1,60.31,62.42
52.48,58.71,59.4
49.77,66.16,62.97
27.89,60.48,57.92
51.4,56.9,57.85
39.61,64.08,58.39
27.19,62.49,60.65
40.64,60.6,62.57
37.91,54.65,62.91
38.5,57.41,56.08
65.57,59.05,58.25
48.96,63.04,60.7
68.77,62.19,62.11
38.13,61.49,61.74
49.15,47.47,62.05
42.21,58.06,60.61
62.24,57.06,61.51
48.85,62.43,58.17
46.94,55.8,60.54
57.93,58.27,57.46
44.92,52.34,59.97
42.06,62.03,60.0
75.09,56.44,59.26
32.52,56.06,59.98
44.76,55.55,62.05
54.81,68.49,57.24
30.09,49.97,55.97
35.89,53.1,59.45
52.01,60.2,57.78
33.47,62.38,63.78
37.25,69.68,62.59
42.24,65.35,61.4
38.98,57.68,59.6
38.36,49.94,58.43
42.85,63.57,60.95
47.27,49.14,58.1
51.6,57.61,62.21
45.8,57.89,57.73
41.87,53.54,60.88
41.32,62.81,57.18
55.69,56.8,61.78
45.64,56.54,60.11
39.75,67.68,60.72
52.66,63.93,60.69
33.45,54.1,62.6
52.73,57.67,65.62
34.32,60.02,60.32
42.66,71.99,56.34
55.54,59.68,58.32
38.7,69.86,57.93
38.66,73.9,59.08
47.24,62.64,60.54
54.77,65.14,58.69
40.04,67.23,57.99
50.96,62.21,62.49
46.6,68.16,59.64
40.01,60.58,55.65
32.6,63.54,64.02
48.96,60.23,57.65
71.09,57.86,60.78
44.57,54.15,61.52
51.46,59.39,57.61
36.92,54.73,62.29
58.52,58.54,59.49
37.42,62.96,62.08
46.03,64.43,60.67
43.76,58.78,60.71
36.52,62.12,60.82
38.67,58.55,62.2
47.16,54.01,58.3
58.06,61.37,61.22
41.03,65.5,62.04
73.82,56.14,57.64
52.59,53.74,61.99
43.51,64.98,56.2
52.19,60.19,57.68
27.51,60.14,59.01
53.62,58.54,59.06
29.47,49.4,59.99
51.22,55.37,62.74
24.39,54.44,56.72
49.92,53.47,56.94
44.46,53.15,60.42
43.53,60.41,57.68
57.92,65.13,58.76
54.41,53.04,60.41
51.37,58.12,61.42
44.23,59.84,61.42
43.18,48.8,60.14
31.72,55.32,57.84
36.86,58.2,61.63
36.12,51.84,58.61
43.86,62.78,59.27
28.76,55.36,62.87
38.88,74.0,57.65
53.31,54.97,59.8
48.02,61.93,58.51
50.98,59.74,59.97
46.37,62.92,59.81
41.61,69.8,61.28
41.83,52.66,58.31
51.91,64.52,58.81
44.25,60.61,60.25
47.61,65.63,60.12
44.23,60.78,57.51
50.26,57.23,60.12
38.2,67.97,61.65
56.8,51.77,61.22
41.75,54.63,60.58
54.54,60.51,59.4
38.5,60.9,60.89
59.0,63.99,62.14
43.54,61.01,60.58
41.64,61.55,56.84
32.31,65.65,61.0
24.36,56.26,57.29
43.66,54.33,62.27
37.16,65.29,62.27
41.65,54.76,57.7
52.08,63.91,58.82
45.31,55.0,59.44
52.98,55.09,57.92
42.84,53.59,58.72
53.61,53.95,59.8
33.64,58.67,56.96
45.77,60.59,58.01
49.72,61.33,60.17
56.54,54.6,57.58
53.02,55.06,63.76
55.48,61.38,61.34
31.74,60.79,59.62
47.58,56.89,60.74
38.93,63.37,59.56
48.04,67.64,60.1
27.66,65.07,58.57
46.13,58.68,61.22
35.38,56.86,57.95
42.14,67.2,59.27
40.73,62.9,60.48
55.26,51.35,61.7
71.05,53.05,58.18
63.69,58.69,58.77
61.64,58.4,60.71
52.09,57.99,65.13
32.65,62.68,56.03
52.68,64.77,62.86
50.43,66.66,56.02
42.89,62.42,61.43
37.87,56.71,60.65
61.12,56.38,59.82
60.23,58.44,58.03
47.21,60.33,59.88
48.43,68.4,58.84
50.84,65.28,61.77
52.36,56.88,62.58
60.08,62.12,58.72
48.65,62.79,63.92
56.72,68.18,59.73
42.45,60.8,59.9
50.5,60.59,60.35
45.75,64.36,59.87
53.43,62.82,62.47
43.92,59.62,58.89
55.08,59.96,61.99
70.2,58.39,60.21
53.72,64.73,60.4
63.31,55.65,62.41
53.25,59.37,58.82
44.23,64.74,58.6
40.55,58.5,57.72
37.58,60.48,62.29
37.73,64.18,58.78
43.74,50.95,61.11
27.23,66.67,63.47
57.26,64.62,62.99
45.12,55.34,60.52
34.07,52.15,60.2
49.78,59.81,60.59
35.01,55.11,64.27
56.55,61.06,58.69
45.66,62.64,61.36
47.51,58.4,55.58
45.13,51.24,57.36
58.68,66.45,59.35
33.99,61.27,59.62
37.95,64.78,59.4
61.67,52.94,60.92
46.49,68.5,58.77
46.15,62.51,63.18
51.24,58.45,59.33
47.97,65.48,58.21
52.02,63.08,57.81
51.39,64.68,59.18
50.62,61.95,60.26
43.9,63.12,57.07
52.7,59.71,58.54
47.93,54.55,61.23
53.13,66.11,58.95
44.88,64.52,62.0
51.63,66.11,59.17
42.57,64.23,62.08
59.06,68.34,58.1
47.13,55.61,57.96
37.7,54.68,59.65
43.73,52.46,59.04
50.51,61.51,60.4
47.74,48.46,63.91
30.23,47.94,61.49
40.88,63.94,57.65
42.02,66.43,60.98
44.7,65.36,55.58
43.8,57.14,58.32
39.42,58.77,55.35
32.52,64.03,55.95
36.02,53.78,58.29
35.12,54.89,63.11
36.06,61.36,62.31
58.39,60.17,60.14
40.42,55.94,58.42
38.5,54.27,58.23
32.37,60.76,57.64
39.24,56.44,59.06
37.76,64.76,59.95
46.04,47.51,61.14
47.14,58.63,59.0
50.41,62.59,64.28
44.52,50.21,60.31
38.44,60.88,56.14
36.36,61.01,56.61
52.83,59.12,56.97
43.62,55.41,61.42
43.16,53.99,63.26
50.1,62.13,60.81
53.16,58.59,60.82
54.14,58.82,57.03
31.28,54.95,58.13
40.58,54.97,60.94
40.93,71.75,59.68
35.09,60.87,59.6
35.91,58.27,61.98
40.47,60.82,60.38
40.49,56.74,58.78
44.9,51.32,60.41
31.14,65.73,60.89
33.82,57.17,59.9
70.17,57.59,61.83
44.1,58.01,61.14
31.83,57.17,58.58
54.07,61.64,59.2
36.46,64.49,59.39
22.15,51.15,60.63
47.04,66.06,57.4
42.35,65.13,62.21
76.43,58.99,60.46
56.98,58.76,60.02
57.26,65.4,60.19
44.21,47.39,59.98
41.12,68.66,57.99
58.93,57.95,61.83
49.36,64.19,62.69
57.78,59.93,61.1
46.84,61.07,58.62
34.64,57.59,58.4
45.47,56.69,60.67
49.01,68.18,59.53
47.4,64.46,58.03
34.64,58.9,60.83
24.36,50.01,59.16
68.41,54.3,65.21
31.63,58.01,58.59
44.38,60.3,61.1
73.73,61.71,64.14
52.4,67.78,59.51
45.33,51.62,62.34
42.07,56.34,59.03
43.61,65.59,62.68
48.76,60.06,54.94
51.83,61.2,59.96
45.79,57.63,59.07
36.36,60.86,57.2
44.28,54.72,58.91
42.65,60.72,59.73
52.94,49.66,57.93
43.81,53.08,56.8
31.84,58.66,61.95
46.29,53.8,60.29
39.68,61.61,64.65
38.06,62.03,59.7
39.29,61.05,61.5
40.53,54.24,58.54
42.11,71.63,60.42
31.46,55.85,61.14
41.89,59.91,62.53
31.69,61.16,59.97
40.76,61.23,59.22
42.27,61.41,63.83
43.31,53.48,58.46
59.99,65.96,57.5
39.3,53.39,56.82
48.17,53.53,60.17
48.38,62.02,58.21
37.24,59.92,60.26
43.04,56.42,56.58
60.33,53.54,57.74
54.67,64.28,59.16
43.17,60.65,55.64
38.07,66.91,57.79
38.03,68.96,61.1
42.31,69.66,62.57
53.58,57.03,60.93
35.12,56.28,62.41
40.21,57.54,56.21
35.38,65.14,59.79
46.1,56.77,62.63
47.33,63.77,62.09
49.38,53.94,61.46
49.59,58.44,55.57
34.97,57.93,61.7
43.43,60.51,61.64
28.74,57.88,58.47
41.19,66.79,56.51
24.46,61.48,61.2
41.27,56.4,60.12
32.3,61.74,53.28
55.11,63.24,59.98
40.31,63.35,59.24
54.69,57.87,58.6
36.16,57.84,58.43
41.68,59.83,59.19
31.3,61.67,57.89
42.88,60.85,60.12
44.8,53.26,56.67
56.95,56.69,58.77
42.12,57.79,59.39
62.43,66.71,60.59
39.33,55.81,59.91
46.47,56.09,56.64
53.63,64.76,58.75
36.88,56.77,60.91
41.6,55.9,62.32
57.05,62.25,60.09
42.1,52.85,60.84
25.38,51.06,62.76
45.85,65.95,61.22
41.76,59.32,58.12
47.04,64.94,58.02
34.21,53.55,57.53
36.72,56.04,56.79
31.91,62.07,59.88
34.57,63.25,58.19
29.39,57.46,57.6
31.37,60.85,60.08
46.41,63.35,60.15
36.94,72.39,62.2
34.25,63.47,61.64
48.33,70.16,55.9
40.24,57.13,59.86
47.15,64.68,61.99
49.91,57.03,62.72
50.31,62.9,60.7
67.05,69.43,59.44
35.31,59.41,55.62
47.86,62.84,63.41
28.16,60.51,61.27
35.45,62.46,61.12
48.38,66.15,57.86
41.12,64.03,58.63
53.59,53.36,58.12
43.93,65.02,61.91
49.07,53.0,59.81
50.49,60.51,60.85
34.0,61.79,58.28
57.2,56.16,59.87
51.58,52.57,60.49
51.01,63.38,58.1
42.25,63.41,59.74
50.52,66.07,59.2
67.72,63.41,61.35
56.73,63.36,58.29
28.81,62.09,60.59
31.49,62.74,58.68
39.11,61.65,60.83
62.3,69.33,64.67
61.09,54.61,60.31
53.36,58.04,56.68
48.02,56.05,61.52
42.55,61.26,61.99
47.13,60.51,55.62
33.95,57.47,60.56
56.74,63.51,60.32
41.11,63.52,60.29
43.68,67.2,60.41
45.85,60.98,61.07
34.39,50.02,61.15
23.6,66.72,58.98
45.33,59.23,60.81
64.5,54.52,63.12
47.08,58.82,61.52
49.46,61.85,62.16
47.31,52.57,62.8
45.2,60.18,59.35
42.67,62.25,60.58
32.27,63.87,58.58
49.65,63.92,58.14
27.21,63.5,58.87
50.43,62.68,59.52
46.55,57.95,59.33
34.75,58.07,62.7
40.89,52.08,57.65
58.69,52.88,59.01
47.64,56.92,58.56
54.63,59.95,58.54
55.38,62.08,57.94
40.96,61.23,63.43
37.04,60.99,57.55
44.21,69.01,60.74
36.44,62.06,58.8
31.88,57.75,62.17
50.19,61.87,60.49
44.4,61.02,58.8
39.33,58.05,58.0
47.28,53.92,58.81
53.46,66.95,58.01
29.78,58.66,56.0
49.4,56.7,63.24
36.25,53.35,59.72
52.96,59.23,62.25
69.66,73.61,60.46
47.71,55.02,58.59
41.91,58.15,59.09
35.61,45.21,59.01
63.16,47.26,63.5
57.13,60.8,60.61
47.47,62.27,60.34
43.73,66.31,62.66
41.02,62.06,64.08
43.25,64.91,57.99
42.35,72.18,60.99
38.6,56.11,59.19
43.97,62.08,61.46
36.61,53.28,60.21
33.19,53.14,60.34
43.79,59.37,60.88
49.95,50.32,60.41
32.44,53.02,61.73
53.23,55.94,63.57
51.62,62.57,61.19
47.63,63.27,62.8
38.18,63.73,60.88
49.15,48.03,59.68
74.8,57.57,63.6
36.35,69.36,59.61
40.98,62.96,57.27
31.59,54.13,65.09
34.14,60.29,58.21
48.6,65.04,64.07
53.27,51.2,56.52
70.02,55.23,61.91
42.09,58.96,58.43
40.23,61.96,60.58
41.94,52.12,59.49
44.1,64.34,59.92
39.44,68.8,59.29
38.57,57.89,59.08
55.36,56.41,60.58
45.04,62.04,59.54
53.04,63.51,59.19
53.0,63.14,61.52
53.79,50.03,57.96
47.87,70.1,60.97
62.01,56.78,61.08
56.35,60.44,58.83
42.55,63.69,60.34
60.45,48.97,58.36
60.46,61.07,60.64
21.76,60.45,59.44
47.91,57.98,61.17
53.09,58.51,62.49
34.14,68.56,62.84
56.43,57.41,60.72
31.75,61.2,61.04
44.11,59.19,61.59
38.88,64.31,59.0
36.65,61.46,59.59
32.0,60.11,62.98
44.08,51.49,59.39
51.81,67.05,58.27
44.61,50.71,60.18
41.03,57.7,58.85
66.58,60.4,59.93
38.89,71.36,59.45
44.74,62.08,59.71
35.12,64.5,60.96
57.06,54.83,62.78
44.35,60.39,60.49
38.95,62.06,59.58
29.52,55.95,62.6
28.87,59.34,57.8
29.64,57.15,61.25
37.6,63.73,57.0
33.72,53.72,61.27
42.55,54.51,60.81
42.8,64.2,57.1
43.63,60.85,58.72
46.4,58.55,57.84
67.96,62.98,56.0
48.69,63.44,62.21
47.81,60.32,62.18
46.1,63.61,61.13
24.58,59.65,61.78
53.44,71.45,58.39
48.66,68.07,59.43
42.71,57.61,61.27
65.26,56.18,58.35
40.47,54.8,59.38
63.63,59.93,58.55
41.33,59.32,60.81
32.99,54.12,62.57
53.42,57.97,56.96
22.24,53.45,60.35
43.4,64.79,58.55
51.49,60.44,59.25
46.89,58.27,61.73
38.26,51.59,61.96
29.74,64.77,59.27
35.05,61.26,58.55
40.81,61.34,58.41
51.6,54.45,59.16
47.58,60.47,58.44
46.92,57.85,60.98
44.99,57.46,60.83
47.03,55.77,61.54
54.93,52.07,56.26
51.73,55.09,58.45
33.01,68.02,55.64
44.37,64.52,57.6
34.37,54.02,57.94
44.57,62.05,60.73
42.32,65.23,58.69
42.87,62.94,57.41
43.4,51.0,59.21
27.22,59.64,62.97
43.14,57.65,59.89
36.0,51.83,59.52
32.22,59.83,58.64
45.86,66.45,60.67
51.58,65.46,60.4
30.36,49.33,62.08
58.65,60.64,57.32
33.72,54.7,57.87
68.32,56.8,57.39
39.19,56.09,59.23
38.42,56.23,60.24
36.8,55.68,59.9
39.76,54.1,56.23
48.19,58.86,54.53
28.42,51.31,59.57
57.26,64.09,60.57
56.03,59.69,58.9
36.77,67.02,61.39
57.44,57.96,60.98
27.36,56.22,60.38
